name,address,city,province,postalCode,zipcode,latitude,longitude
Panda Express,10329 polis Boulevard,Highland,IN,46322,46322,41.526016,-87.470894
Panda Express,1070 N Rohlwing Road,Addison,IL,60101,60101,41.949684,-88.03211
Panda Express,4004 Lavista Road,Tucker,GA,30084,30084,33.846237,-84.25476
Panda Express,22451 Antonio Parkway,Rancho Santa Margarita,CA,92688,92688,33.636784,-117.590645
Panda Express,4250 Macdonald Avenue,Richmond,CA,94805,94805,37.932858,-122.329445
Panda Express,"1906 N Davis Rd, # 201",Salinas,CA,93907,93907,36.717873,-121.66727
Panda Express,6859 Topanga Canyon Boulevard,Canoga Park,CA,91303,91303,34.19518,-118.60616
Panda Express,4925 E Brundage Lane,Bakersfield,CA,93307,93307,35.354153,-118.94938
Panda Express,255 Soscol Avenue,Napa,CA,94559,94559,38.28351,-122.274605
Panda North,2038 S Airport Rd W,Traverse City,MI,49684,49684,44.733924,-85.616942
Panda Express,180 S Union Blvd,Denver,CO,80228,80228,39.713349,-105.132935
Panda Express,129 Los Cerritos Mall,Cerritos,CA,90703,90703,33.859292,-118.089974
Panda Express,532 Highway 46 S,Dickson,TN,37055,37055,36.06016,-87.37527
Panda Express,85 Maxtown Rd,Westerville,OH,43082,43082,40.146314,-82.922169
Panda Express,1122 Nw Garden Valley Blvd Ste 301,Roseburg,OR,97471,97471,43.23079,-123.37046
Panda Express,21155 SW Baler Way,Sherwood,OR,97140,97140,45.367652,-122.838988
Panda Express,8231 Foothill Boulevard,Sunland,CA,91040,91040,34.259674,-118.31234
Panda Express,847 Boll Weevil Cir,Enterprise,AL,36330,36330,31.32725,-85.837443
Panda Express,5299 N Hamilton Rd,Columbus,OH,43230,43230,40.0648,-82.8636
Panda Express,1020 Sw 1st Ave,Canby,OR,97013,97013,45.2571,-122.7026
Panda Express,4040 S Arizona Ave,Chandler,AZ,85248,85248,33.246503,-111.842263
Panda Express,74520 Highway 111,Palm Desert,CA,92260,92260,33.72173,-116.364594
Panda Express,505 Taggart Dr Nw,Salem,OR,97304,97304,44.9478,-123.0499
Panda Express,112 Memorial Un,Corvallis,OR,97331,97331,44.565,-123.2791
Panda Express,1915 S 1st St,Yakima,WA,98903,98903,46.5737,-120.4888
Panda Express,4245 Marconi Ave B,Sacramento,CA,95821,95821,38.6176,-121.3663
Panda Express,9425 SE 82nd Avenue,Happy Valley,OR,97086,97086,45.45481,-122.57928
Panda Express,2011 Chess Drive,San Mateo,CA,94404,94404,37.5627,-122.28073
Panda Express,182 Annapolis Mall,Annapolis,MD,21401,21401,38.98798,-76.54448
Panda Express,4141 Elverta Rd Ste 104,Antelope,CA,95843,95843,38.71392,-121.3671
Panda Express,4700 W Pico Boulevard,Los Angeles,CA,90019,90019,34.04812,-118.33745
Panda Express,970 Sunrise Ave Ste 170,Roseville,CA,95661,95661,38.73039,-121.27321
Panda Express,4163 Us Highway 98 N,Lakeland,FL,33809,33809,28.09498,-81.97347
Panda Express,1638 Gause Boulevard,Slidell,LA,70458,70458,30.28486,-89.75298
Panda Express,46047 Kamehameha Hwy Unit 17e,Kaneohe,HI,96744,96744,21.42282,-157.81154
Panda Express,4750 N Division St,Spokane,WA,99207,99207,47.7028,-117.409
Panda Express,4135 Dowlen Rd,Beaumont,TX,77706,77706,30.1219,-94.1644
Panda Express,2402 Se Burnside Rd,Gresham,OR,97080,97080,45.4817,-122.41564
Panda Express,5009 Victory Blvd,Yorktown,VA,23693,23693,37.1164,-76.4644
Panda Express,30158 Industrial Pkwy Sw,Hayward,CA,94544,94544,37.60894,-122.06506
Panda Express,935 Windham Ct,Youngstown,OH,44512,44512,41.02839,-80.63558
