name,address,city,province,postalCode,zipcode,latitude,longitude
Panera Bread,1066 State Route 28,Milford,OH,45150,45150,39.195325,-84.236954
Panera Bread,1830 Ne Pine Island Rd,Cape Coral,FL,33909,33909,26.670333,-81.93438
Panera Bread,100 Hanes Square Shop Cir,Winston-Salem,NC,27103,27103,36.066487,-80.318384
Panera Bread,1950 N Bechtle Ave,Springfield,OH,45504,45504,39.951543,-83.829549
Panera Bread,1007 Bower Parkway,Columbia,SC,29212,29212,34.07,-81.162
Panera Bread,2260 Highway 70,Hickory,NC,28602,28602,35.70268,-81.296581
Panera Bread,3942 Townsfair Way,Columbus,OH,43219,43219,40.049258,-82.916792
Panera Bread,2894 SW Town Center Way,Palm City,FL,34990,34990,27.171115,-80.292702
Panera Bread,2710 Laporte Ave,Valparaiso,IN,46383,46383,41.468062,-87.027582
Panera Bread,1950 North Bechtle Avenue,Springfield,OH,45504,45504,39.9515,-83.8295
Panera Bread,5191 Sunrise Highway,Bohemia,NY,11716,11716,40.765,-73.0911
Panera Bread,213 W Franklin St,Chapel Hill,NC,27516,27516,35.9114,-79.059
Panera Bread,2645 Lawndale Drive,Greensboro,NC,27408,27408,36.1028,-79.8197
Panera Bread,303 Pisgah Church Road,Greensboro,NC,27455,27455,36.1315,-79.7951
Panera Bread,5970 South Westnedge Avenue,Portage,MI,49002,49002,42.2305,-85.5902
Panera Bread,7200 NE Highway 99,Vancouver,WA,98665,98665,45.674595,-122.663345
Panera Bread,85 Worthington Mall,Columbus,OH,43085,43085,40.1084,-83.0193
Panera Bread,313 Merrick Road,Rockville Centre,NY,11570,11570,40.6562,-73.6438
Panera Bread,601 Troy Schenectady Rd,Latham,NY,12110,12110,42.753,-73.7674
Panera Bread,1619 North High Street,Columbus,OH,43201,43201,39.9951,-83.0074
Panera Bread,7357 Mentor Avenue,Mentor,OH,44060,44060,41.6539,-81.3783
Panera Bread,1670 West State St.,Alliance,OH,44601,44601,40.9014,-81.1299
Panera Bread,8447 Chippewa Road,Brecksville,OH,44141,44141,41.3206,-81.6227
Panera Bread,49 Chestnut Street,Dayton,OH,45430,45430,39.6949,-84.1038
Panera Bread,1405 Parschen Blvd,Brunswick,OH,44212,44212,41.2373,-81.8128
Panera Bread,2625 East Franklin Boulevard,Gastonia,NC,28056,28056,35.2601,-81.1324
Panera Bread,13901 Cedar Road,Cleveland,OH,44118,44118,41.5016,-81.5394
Panera Bread,2234 Walnut St,Cary,NC,27511,27511,35.7555,-78.7425
Panera Bread,2909 James L Redman Parkway,Plant City,FL,33566,33566,27.98242,-82.12241
Panera Bread,10981 Fremont Pike,Perrysburg,OH,43551,43551,41.5472,-83.599
Panera Bread,3625 Fishinger Boulevard,Hilliard,OH,43026,43026,40.0287,-83.1175
Panera Bread,1100 Village Market Place,Morrisville,NC,27560,27560,35.8061,-78.8133
Panera Bread,6110 Keizer Station Blvd,Salem,OR,97303,97303,45.0088,-122.9963
Panera Bread,7061 Coastal Blvd,Brooksville,FL,34613,34613,28.535129,-82.506672
Panera Bread,3050 Hotel Dr,Turlock,CA,95380,95380,37.522292,-120.882681
Panera Bread,137 Landings Blvd,Winter Haven,FL,33880,33880,28.003477,-81.727885
Panera Bread,3289 Zinfandel Dr,Rancho Cordova,CA,95670,95670,38.5823,-121.2844
Panera Bread,3328 El Camino Avenue,Sacramento,CA,95821,95821,38.6102,-121.3857
Panera Bread,3515 Ross Clark Circle,Dothan,AL,36303,36303,31.2481,-85.4272
Panera Bread,2998 Carter Hill Rd,Montgomery,AL,36106,36106,32.3508,-86.2632
Panera Bread,771 Village Boulevard,West Palm Beach,FL,33409,33409,26.7132,-80.1017
Panera Bread,3492 Lithia Pinecrest Road,Valrico,FL,33594,33594,27.8904,-82.2413
Panera Bread,3540 River Rapids Drive,Minneapolis,MN,55448,55448,45.198,-93.3569
Panera Bread,3571 N Freeway Boulevard,Sacramento,CA,95834,95834,38.6401,-121.5001
Panera Bread,1637 E Monte Vista Ave,Vacaville,CA,95688,95688,38.368,-121.9626
Panera Bread,518 Greenville Blvd SE,Greenville,NC,27858,27858,35.58234,-77.37342
Panera Bread,1619 Western Boulevard,Jacksonville,NC,28546,28546,34.78949,-77.40535
Panera Bread,6281 Towncenter Drive,Clemmons,NC,27012,27012,36.0387,-80.38655
Panera Bread,1410 N Eisenhower Dr,Beckley,WV,25801,25801,37.8052,-81.1828
Panera Bread,108 Morris Rd,Clarksville,TN,37040,37040,36.5924,-87.2885
Panera Bread,110 West Washington Street,Indianapolis,IN,46204,46204,39.767426,-86.160116
Panera Bread,200 Doug Baker Boulevard,Birmingham,AL,35242,35242,33.40935,-86.66614
Panera Bread,847 Boll Weevil Circle,Enterprise,AL,36330,36330,31.32711,-85.83676
Panera Bread,750 Schillinger Rd S,Mobile,AL,36695,36695,30.67385,-88.22559
Panera Bread,1201 Lake Woodlands Drive,Spring,TX,77380,77380,30.1631,-95.4549
Panera Bread,121 Community Street,Charlottesville,VA,22911,22911,38.1275,-78.4423
Panera Bread,2095 North Calhoun Road,Brookfield,WI,53005,53005,43.0581,-88.1278
Panera Bread,4110 West Jefferson Boulevard,Fort Wayne,IN,46804,46804,41.0715,-85.1954
Panera Bread,6589 South Tamiami Trail,Sarasota,FL,34231,34231,27.2594,-82.5195
Panera Bread,100 S Colonial Drive,Alabaster,AL,35007,35007,33.22693,-86.80386
Panera Bread,21 Commons Way,Oxford,AL,36203,36203,33.60772,-85.78711
Panera Bread,563 Huffman Mill Rd,Burlington,NC,27215,27215,36.07431,-79.49048
Panera Bread,921 Nashville Pike,Gallatin,TN,37066,37066,36.376917,-86.469498
Panera Bread,3110 R St,Merced,CA,95348,95348,37.31964,-120.48628
Panera Bread,2533 W Kettleman Ln,Lodi,CA,95242,95242,38.1161,-121.3072
Panera Bread,1550 Opelika Rd,Auburn,AL,36830,36830,32.6233,-85.4474
Panera Bread,30 Park Ave,Willow Grove,PA,19090-3218,19090,40.143166,-75.11838
Panera Bread,145 Calhoun St,Charleston,SC,29401,29401,32.785951,-79.935472
Panera Bread,320 S Perry Rd,Plainfield,IN,46168,46168,39.7142,-86.3561
