zip_code,median_income,store_count
02462,216339.0,1
02464,105729.0,0
02465,194265.0,0
02466,170089.0,0
02467,169104.0,0
02468,116937.23943661971,0
02472,126336.0,0
02474,150560.0,0
02476,151131.0,0
02478,183137.0,0
02481,116937.23943661971,0
02482,226250.0,0
02492,226645.0,1
02493,116937.23943661971,0
02494,179720.0,0
02532,87773.0,2
02534,137066.0,0
02535,153966.0,0
02536,100497.0,1
02537,136506.0,0
02538,123750.0,0
02539,125236.0,0
02540,77295.0,0
02542,62083.0,0
02543,72349.0,0
02553,116937.23943661971,0
02554,140938.0,0
02556,121810.0,0
02557,116937.23943661971,0
02558,79598.0,0
02559,90855.0,0
02561,116937.23943661971,0
02562,120000.0,1
02563,121455.0,0
02564,116937.23943661971,0
02568,115417.0,0
02571,94265.0,0
02575,173417.0,0
02576,63021.0,0
02584,116937.23943661971,0
02601,61143.0,2
02630,116895.0,0
02631,102132.0,0
02632,121317.0,0
02633,85483.0,0
02635,110197.0,0
02637,116937.23943661971,0
02638,108726.0,0
02639,72567.0,0
02641,116937.23943661971,0
02642,72992.0,0
02643,116937.23943661971,0
02644,108158.0,0
02645,104401.0,0
02646,81172.0,0
02647,116937.23943661971,0
02648,129681.0,0
02649,95299.0,0
02650,66548.0,0
02652,116937.23943661971,0
02653,102813.0,0
02655,118750.0,0
02657,136904.0,0
02659,109453.0,0
02660,93386.0,0
02663,83587.0,0
02664,82125.0,1
02666,121750.0,0
02667,121110.0,0
02668,111731.0,0
02670,87019.0,0
02671,104583.0,0
02672,116937.23943661971,0
02673,73854.0,0
02675,110450.0,0
02702,153038.0,0
02703,99152.0,2
02713,79167.0,0
02715,140066.0,0
02717,130625.0,0
02718,109500.0,0
02719,95965.0,1
02720,62196.0,1
02721,52841.0,3
02723,47633.0,0
02724,55590.0,1
02725,129253.0,0
02726,111046.0,0
02738,143092.0,0
02739,130241.0,0
02740,55237.0,1
02743,89593.0,0
02744,58675.0,0
02745,74034.0,1
02746,41917.0,2
02747,102079.0,1
02748,97361.0,0
02760,112027.0,1
02762,104106.0,1
02763,114337.0,0
02764,135640.0,0
02766,124535.0,1
02767,124105.0,2
02769,138214.0,0
02770,120320.0,0
02771,120613.0,1
02777,116364.0,2
02779,144205.0,0
02780,74471.0,1
02790,97250.0,0
02791,130833.0,0
02802,116159.0,0
02804,102118.0,0
02806,153198.0,0
02807,83190.0,0
02808,106681.0,0
02809,97764.0,0
02812,104934.0,0
02813,109404.0,0
02814,110764.0,0
02815,126071.0,0
02816,101431.0,1
02817,135625.0,0
02818,139217.0,2
02822,112813.0,0
02823,31607.0,0
02824,203508.0,0
02825,112593.0,0
02826,78843.0,0
02827,152305.0,0
02828,97196.0,1
02829,116937.23943661971,0
02830,121111.0,0
02831,137181.0,0
02832,105976.0,0
02833,116937.23943661971,0
02835,140625.0,0
02836,116937.23943661971,0
02837,134750.0,0
02838,97273.0,0
02839,97292.0,0
02840,86250.0,0
02841,181458.0,0
02842,101948.0,2
02852,118643.0,0
02857,108679.0,0
02858,128568.0,0
02859,124592.0,0
02860,61539.0,0
02861,83411.0,2
02863,49285.0,0
02864,117522.0,2
02865,105958.0,1
02871,116831.0,0
02872,131875.0,0
02873,46406.0,0
02874,159861.0,0
02875,116937.23943661971,0
02876,116937.23943661971,0
02878,106036.0,0
02879,112231.0,1
02881,56472.0,0
02882,95721.0,0
02885,90729.0,1
02886,92047.0,1
02888,91867.0,1
02889,83946.0,1
02891,97110.0,1
02892,135809.0,0
02893,77608.0,0
02894,116937.23943661971,0
02895,61059.0,1
