,Geography,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!White alone,Margin of Error!!Total:!!White alone,Estimate!!Total:!!Black or African American alone,Margin of Error!!Total:!!Black or African American alone,Estimate!!Total:!!American Indian and Alaska Native alone,Margin of Error!!Total:!!American Indian and Alaska Native alone,Estimate!!Total:!!Asian alone,Margin of Error!!Total:!!Asian alone,Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total:!!Some Other Race alone,Margin of Error!!Total:!!Some Other Race alone,Estimate!!Total:!!Two or More Races:,Margin of Error!!Total:!!Two or More Races:,Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race,Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race,"Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",,ZIP,GEO_ID,median household income
145,860Z200US43318,ZCTA5 43318,4352,782,4052,773,15,25,0,13,0,13,0,13,1,3,284,178,150,121,134,117,,43318,860Z200US43318,91520
146,860Z200US43319,ZCTA5 43319,851,257,772,263,7,12,0,13,53,78,0,13,19,38,0,13,0,13,0,13,,43319,860Z200US43319,136141
147,860Z200US43320,ZCTA5 43320,1189,339,1079,343,2,5,16,24,15,23,0,13,27,33,50,40,44,39,6,10,,43320,860Z200US43320,51603
148,860Z200US43321,ZCTA5 43321,378,139,375,139,0,13,0,13,0,13,0,13,0,13,3,4,2,3,1,2,,43321,860Z200US43321,48125
149,860Z200US43322,ZCTA5 43322,437,156,432,158,0,13,0,13,0,13,0,13,0,13,5,15,0,13,5,15,,43322,860Z200US43322,56250
150,860Z200US43323,ZCTA5 43323,598,214,528,204,0,13,0,13,0,13,0,13,0,13,70,88,23,32,47,61,,43323,860Z200US43323,56667
151,860Z200US43324,ZCTA5 43324,2733,449,2659,445,33,56,0,13,25,33,0,13,0,13,16,13,7,9,9,10,,43324,860Z200US43324,56466
152,860Z200US43325,ZCTA5 43325,70,110,70,110,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43325,860Z200US43325,-
153,860Z200US43326,ZCTA5 43326,12573,583,11948,600,70,70,14,18,94,58,18,20,31,59,398,170,137,107,261,123,,43326,860Z200US43326,63785
154,860Z200US43330,ZCTA5 43330,100,47,90,42,0,13,0,13,0,13,0,13,0,13,10,16,3,8,7,13,,43330,860Z200US43330,65625
155,860Z200US43331,ZCTA5 43331,4106,363,3965,385,65,96,0,13,0,13,0,13,13,19,63,59,38,53,25,22,,43331,860Z200US43331,60980
156,860Z200US43332,ZCTA5 43332,2173,526,2122,532,0,13,0,13,0,13,0,13,24,34,27,37,2,3,25,37,,43332,860Z200US43332,81382
157,860Z200US43333,ZCTA5 43333,941,354,875,352,0,13,0,13,0,13,0,13,0,13,66,83,60,83,6,12,,43333,860Z200US43333,-
158,860Z200US43334,ZCTA5 43334,6326,529,5918,502,15,27,0,18,0,18,0,18,102,94,291,138,114,142,177,109,,43334,860Z200US43334,100825
159,860Z200US43336,ZCTA5 43336,41,64,41,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43336,860Z200US43336,-
160,860Z200US43337,ZCTA5 43337,625,189,598,175,0,13,0,13,0,13,0,13,2,4,25,37,17,29,8,15,,43337,860Z200US43337,70833
161,860Z200US43338,ZCTA5 43338,10599,619,9874,661,87,78,2,6,92,67,0,20,152,122,392,174,235,139,157,89,,43338,860Z200US43338,72311
162,860Z200US43340,ZCTA5 43340,2103,608,2050,605,0,13,1,2,6,7,0,13,20,26,26,30,12,18,14,24,,43340,860Z200US43340,72446
163,860Z200US43341,ZCTA5 43341,953,342,940,343,0,13,0,13,0,13,0,13,0,13,13,18,8,13,5,12,,43341,860Z200US43341,54836
164,860Z200US43342,ZCTA5 43342,3836,658,3774,647,0,13,3,8,21,28,0,13,0,13,38,34,15,19,23,28,,43342,860Z200US43342,84803
165,860Z200US43343,ZCTA5 43343,1366,384,1350,384,0,13,0,13,0,13,0,13,0,13,16,13,4,7,12,12,,43343,860Z200US43343,63438
166,860Z200US43344,ZCTA5 43344,6173,486,5634,551,7,11,0,18,14,23,0,18,26,38,492,276,96,85,396,268,,43344,860Z200US43344,80909
167,860Z200US43345,ZCTA5 43345,666,246,658,249,0,13,0,13,0,13,0,13,3,5,5,9,0,13,5,9,,43345,860Z200US43345,90821
168,860Z200US43346,ZCTA5 43346,238,226,218,221,0,13,0,13,0,13,0,13,0,13,20,31,20,31,0,13,,43346,860Z200US43346,57130
169,860Z200US43347,ZCTA5 43347,1113,268,1073,260,7,10,1,2,4,8,0,13,0,13,28,23,0,13,28,23,,43347,860Z200US43347,93893
170,860Z200US43348,ZCTA5 43348,1897,330,1752,313,64,75,0,13,1,3,0,13,18,18,62,56,35,48,27,26,,43348,860Z200US43348,51426
171,860Z200US43350,ZCTA5 43350,146,78,131,73,0,13,0,13,0,13,0,13,0,13,15,31,0,13,15,31,,43350,860Z200US43350,70583
172,860Z200US43351,ZCTA5 43351,10457,464,9751,478,45,47,2,4,19,29,0,20,235,144,405,143,128,96,277,88,,43351,860Z200US43351,67606
173,860Z200US43356,ZCTA5 43356,1120,305,987,273,0,13,0,13,4,7,0,13,27,28,102,93,100,93,2,6,,43356,860Z200US43356,92870
174,860Z200US43357,ZCTA5 43357,4899,637,4734,648,52,53,4,7,15,25,0,13,43,52,51,33,7,13,44,31,,43357,860Z200US43357,92448
175,860Z200US43358,ZCTA5 43358,2275,365,2068,335,5,9,0,13,9,15,0,13,0,13,193,145,28,37,165,135,,43358,860Z200US43358,89121
176,860Z200US43359,ZCTA5 43359,748,254,719,248,0,13,0,13,0,13,0,13,0,13,29,33,21,32,8,10,,43359,860Z200US43359,69167
177,860Z200US43360,ZCTA5 43360,1538,381,1406,369,0,13,0,13,2,5,0,13,7,9,123,142,6,7,117,143,,43360,860Z200US43360,105795
178,860Z200US43402,ZCTA5 43402,31393,750,26814,910,968,304,58,36,509,159,0,27,490,201,2554,503,1265,380,1289,415,,43402,860Z200US43402,52426
179,860Z200US43403,ZCTA5 43403,4452,171,3762,199,460,145,6,14,73,45,12,25,0,13,139,78,7,15,132,78,,43403,860Z200US43403,-
180,860Z200US43406,ZCTA5 43406,1619,361,1433,336,0,13,0,13,27,45,0,13,39,35,120,98,108,96,12,18,,43406,860Z200US43406,71597
181,860Z200US43407,ZCTA5 43407,484,197,451,188,0,13,0,13,0,13,0,13,2,4,31,43,21,24,10,38,,43407,860Z200US43407,68835
182,860Z200US43408,ZCTA5 43408,386,180,360,176,1,3,0,13,0,13,0,13,4,9,21,23,20,23,1,2,,43408,860Z200US43408,61719
183,860Z200US43410,ZCTA5 43410,10220,574,9075,518,9,27,10,24,77,42,0,20,168,184,881,264,597,232,284,164,,43410,860Z200US43410,52500
184,860Z200US43412,ZCTA5 43412,4175,375,3972,354,0,13,0,13,0,13,0,13,35,34,168,111,150,107,18,24,,43412,860Z200US43412,107885
185,860Z200US43413,ZCTA5 43413,1160,257,1050,236,0,13,0,13,0,13,0,13,56,71,54,48,30,35,24,27,,43413,860Z200US43413,80069
186,860Z200US43414,ZCTA5 43414,144,172,58,89,0,13,0,13,0,13,0,13,86,92,0,13,0,13,0,13,,43414,860Z200US43414,-
187,860Z200US43416,ZCTA5 43416,2868,239,2570,269,20,33,35,62,25,27,0,13,62,68,156,103,56,44,100,94,,43416,860Z200US43416,88611
188,860Z200US43420,ZCTA5 43420,29520,579,23237,668,1713,296,34,31,208,101,6,9,1114,343,3208,431,2096,375,1112,256,,43420,860Z200US43420,61331
189,860Z200US43430,ZCTA5 43430,4911,508,4514,543,0,13,0,13,25,34,0,13,246,216,126,65,82,49,44,43,,43430,860Z200US43430,73807
190,860Z200US43431,ZCTA5 43431,4609,435,4043,486,41,52,5,9,0,13,0,13,166,99,354,156,224,144,130,87,,43431,860Z200US43431,77526
191,860Z200US43432,ZCTA5 43432,1357,388,1320,382,0,13,0,13,0,13,0,13,0,13,37,33,0,13,37,33,,43432,860Z200US43432,152411
192,860Z200US43433,ZCTA5 43433,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43433,860Z200US43433,-
193,860Z200US43434,ZCTA5 43434,110,95,93,78,0,13,0,13,0,13,0,13,0,13,17,21,11,19,6,10,,43434,860Z200US43434,72083
194,860Z200US43435,ZCTA5 43435,1368,371,1291,363,0,13,0,13,1,4,0,13,5,6,71,48,57,44,14,19,,43435,860Z200US43435,89000
195,860Z200US43436,ZCTA5 43436,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43436,860Z200US43436,-
196,860Z200US43437,ZCTA5 43437,465,112,414,100,2,4,0,13,3,5,0,13,15,14,31,27,22,24,9,11,,43437,860Z200US43437,68750
197,860Z200US43438,ZCTA5 43438,128,62,125,62,0,13,0,13,0,13,0,13,0,13,3,6,3,6,0,13,,43438,860Z200US43438,82917
198,860Z200US43439,ZCTA5 43439,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43439,860Z200US43439,-
199,860Z200US43440,ZCTA5 43440,4222,361,4076,368,34,44,2,4,31,32,0,13,18,29,61,44,36,31,25,32,,43440,860Z200US43440,74818
200,860Z200US43442,ZCTA5 43442,824,198,787,190,7,9,0,13,10,14,0,13,5,9,15,13,1,2,14,13,,43442,860Z200US43442,61667
201,860Z200US43443,ZCTA5 43443,1613,307,1436,287,0,13,1,2,1,3,0,13,38,52,137,93,46,42,91,85,,43443,860Z200US43443,97917
202,860Z200US43445,ZCTA5 43445,801,221,698,183,12,21,0,13,26,35,0,13,53,61,12,17,0,13,12,17,,43445,860Z200US43445,82670
203,860Z200US43446,ZCTA5 43446,35,26,17,12,0,13,0,13,0,13,0,13,18,22,0,13,0,13,0,13,,43446,860Z200US43446,-
204,860Z200US43447,ZCTA5 43447,3348,499,3160,482,3,5,0,13,32,37,0,13,0,13,153,109,32,32,121,104,,43447,860Z200US43447,89643
205,860Z200US43449,ZCTA5 43449,7572,388,7020,436,0,18,0,18,6,12,10,23,168,102,368,199,340,199,28,18,,43449,860Z200US43449,71083
206,860Z200US43450,ZCTA5 43450,3759,427,3361,452,9,21,0,13,25,30,49,60,33,33,282,151,213,131,69,66,,43450,860Z200US43450,84375
207,860Z200US43451,ZCTA5 43451,1148,235,957,204,91,125,2,4,0,13,0,13,5,9,93,67,75,64,18,18,,43451,860Z200US43451,62167
208,860Z200US43452,ZCTA5 43452,14264,539,13106,543,321,138,23,23,20,22,0,20,142,74,652,220,372,167,280,128,,43452,860Z200US43452,67490
209,860Z200US43456,ZCTA5 43456,692,141,538,124,28,23,6,6,24,27,0,13,16,17,80,58,0,13,80,58,,43456,860Z200US43456,72969
210,860Z200US43457,ZCTA5 43457,1411,309,1317,301,0,13,15,20,3,4,0,13,32,34,44,36,13,18,31,30,,43457,860Z200US43457,54583
211,860Z200US43458,ZCTA5 43458,282,141,248,130,18,31,0,13,0,13,0,13,0,13,16,15,8,9,8,11,,43458,860Z200US43458,78906
212,860Z200US43460,ZCTA5 43460,6200,68,5772,173,14,26,4,6,18,25,0,18,49,49,343,129,225,139,118,97,,43460,860Z200US43460,73882
213,860Z200US43462,ZCTA5 43462,1076,239,1016,239,0,13,0,13,0,13,0,13,19,20,41,39,38,39,3,4,,43462,860Z200US43462,88000
214,860Z200US43463,ZCTA5 43463,366,245,366,245,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43463,860Z200US43463,69668
215,860Z200US43464,ZCTA5 43464,2138,528,1992,515,0,13,32,39,0,13,0,13,85,134,29,35,20,31,9,17,,43464,860Z200US43464,41471
216,860Z200US43465,ZCTA5 43465,5451,435,4601,520,24,40,0,18,78,100,0,18,248,171,500,209,403,209,97,64,,43465,860Z200US43465,71311
217,860Z200US43466,ZCTA5 43466,2492,411,2361,407,8,7,22,32,33,46,0,13,20,24,48,44,26,36,22,23,,43466,860Z200US43466,87438
218,860Z200US43467,ZCTA5 43467,185,99,184,99,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,,43467,860Z200US43467,98333
219,860Z200US43468,ZCTA5 43468,459,186,459,186,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43468,860Z200US43468,130533
220,860Z200US43469,ZCTA5 43469,2905,483,2532,391,22,6,0,13,0,13,0,13,13,17,338,199,251,197,87,69,,43469,860Z200US43469,86410
221,860Z200US43501,ZCTA5 43501,715,252,686,250,0,13,0,13,0,13,0,13,0,13,29,43,29,43,0,13,,43501,860Z200US43501,68203
222,860Z200US43502,ZCTA5 43502,6890,268,5894,343,74,53,63,72,14,21,5,12,412,248,428,163,331,145,97,69,,43502,860Z200US43502,74925
223,860Z200US43504,ZCTA5 43504,1061,221,1026,217,0,13,0,13,3,4,0,13,0,13,32,23,0,13,32,23,,43504,860Z200US43504,91731
224,860Z200US43505,ZCTA5 43505,71,57,69,55,0,13,0,13,0,13,0,13,0,13,2,4,2,4,0,13,,43505,860Z200US43505,-
225,860Z200US43506,ZCTA5 43506,14734,471,13494,462,11,22,34,41,136,56,0,20,543,239,516,207,202,132,314,163,,43506,860Z200US43506,60234
226,860Z200US43510,ZCTA5 43510,12,19,12,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43510,860Z200US43510,-
227,860Z200US43511,ZCTA5 43511,783,167,698,167,17,23,0,13,0,13,0,13,40,55,28,30,19,28,9,13,,43511,860Z200US43511,66250
228,860Z200US43512,ZCTA5 43512,28022,754,23671,802,623,181,28,21,118,75,109,87,996,282,2477,470,1802,447,675,163,,43512,860Z200US43512,71841
229,860Z200US43515,ZCTA5 43515,8401,528,7784,544,5,10,1,3,3,3,0,18,31,32,577,209,367,186,210,105,,43515,860Z200US43515,69536
230,860Z200US43516,ZCTA5 43516,2789,349,2534,342,0,13,2,4,0,13,0,13,135,131,118,77,90,71,28,23,,43516,860Z200US43516,89000
231,860Z200US43517,ZCTA5 43517,3442,259,3118,258,10,20,29,42,19,28,8,17,0,13,258,155,125,129,133,88,,43517,860Z200US43517,58578
232,860Z200US43518,ZCTA5 43518,2897,451,2694,429,29,45,0,13,22,26,0,13,24,31,128,79,45,32,83,72,,43518,860Z200US43518,86200
233,860Z200US43519,ZCTA5 43519,257,167,257,167,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43519,860Z200US43519,78114
234,860Z200US43520,ZCTA5 43520,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43520,860Z200US43520,-
235,860Z200US43521,ZCTA5 43521,2471,345,2294,338,0,13,13,21,56,61,0,13,65,60,43,30,25,29,18,15,,43521,860Z200US43521,60550
236,860Z200US43522,ZCTA5 43522,3098,523,2905,482,45,33,0,13,2,5,0,13,40,53,106,73,53,50,53,61,,43522,860Z200US43522,76583
237,860Z200US43523,ZCTA5 43523,44,58,22,32,0,13,0,13,0,13,0,13,0,13,22,28,22,28,0,13,,43523,860Z200US43523,-
238,860Z200US43524,ZCTA5 43524,1170,224,1058,212,0,13,0,13,0,13,0,13,22,23,90,54,57,41,33,33,,43524,860Z200US43524,60882
239,860Z200US43525,ZCTA5 43525,1229,261,1141,250,16,25,1,2,12,11,0,13,9,13,50,37,36,32,14,17,,43525,860Z200US43525,108672
240,860Z200US43526,ZCTA5 43526,6464,798,6092,818,9,19,0,18,0,18,0,18,62,50,301,195,218,186,83,67,,43526,860Z200US43526,66912
241,860Z200US43527,ZCTA5 43527,2151,415,1869,385,11,19,0,13,8,13,0,13,86,65,177,90,109,82,68,35,,43527,860Z200US43527,58821
242,860Z200US43528,ZCTA5 43528,16207,1089,12826,935,1428,492,25,25,508,201,106,74,279,186,1035,360,372,163,663,339,,43528,860Z200US43528,93986
243,860Z200US43529,ZCTA5 43529,381,111,306,95,0,13,0,13,3,4,0,13,49,52,23,22,12,19,11,11,,43529,860Z200US43529,84167
244,860Z200US43530,ZCTA5 43530,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43530,860Z200US43530,-
245,860Z200US43531,ZCTA5 43531,212,183,212,183,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43531,860Z200US43531,36200
246,860Z200US43532,ZCTA5 43532,3192,361,3067,358,4,10,1,3,4,8,22,32,3,5,91,53,35,28,56,46,,43532,860Z200US43532,88074
247,860Z200US43533,ZCTA5 43533,1770,359,1586,356,4,8,2,3,0,13,0,13,26,42,152,125,12,21,140,124,,43533,860Z200US43533,64342
248,860Z200US43534,ZCTA5 43534,1422,245,1219,222,2,4,0,13,29,47,0,13,42,48,130,74,84,61,46,35,,43534,860Z200US43534,81094
249,860Z200US43535,ZCTA5 43535,1011,249,806,211,22,33,0,13,0,13,0,13,109,106,74,61,74,61,0,13,,43535,860Z200US43535,67083
250,860Z200US43536,ZCTA5 43536,338,195,266,139,0,13,0,13,0,13,0,13,0,13,72,119,72,119,0,13,,43536,860Z200US43536,68625
251,860Z200US43537,ZCTA5 43537,30111,1063,25409,998,1806,636,59,86,396,274,0,27,304,139,2137,590,778,250,1359,544,,43537,860Z200US43537,82752
252,860Z200US43540,ZCTA5 43540,1582,281,1446,281,27,38,17,21,0,13,0,13,37,40,55,52,41,47,14,20,,43540,860Z200US43540,119583
253,860Z200US43541,ZCTA5 43541,183,78,162,72,0,13,0,13,1,2,0,13,4,6,16,20,13,19,3,5,,43541,860Z200US43541,63438
254,860Z200US43542,ZCTA5 43542,4184,599,3804,538,80,73,8,12,62,72,0,13,0,13,230,185,124,153,106,81,,43542,860Z200US43542,148657
255,860Z200US43543,ZCTA5 43543,7401,506,6991,490,0,18,8,13,33,56,0,18,80,103,289,123,177,105,112,59,,43543,860Z200US43543,56236
256,860Z200US43545,ZCTA5 43545,14404,527,13272,492,47,41,25,21,7,10,31,39,382,190,640,146,331,116,309,99,,43545,860Z200US43545,78548
257,860Z200US43547,ZCTA5 43547,663,465,649,466,0,13,0,13,0,13,0,13,0,13,14,24,0,13,14,24,,43547,860Z200US43547,99851
258,860Z200US43548,ZCTA5 43548,832,224,685,173,52,72,0,13,0,13,0,13,40,47,55,40,43,38,12,15,,43548,860Z200US43548,96875
259,860Z200US43549,ZCTA5 43549,1317,283,1241,272,1,2,4,6,0,13,0,13,0,13,71,81,68,81,3,5,,43549,860Z200US43549,84189
260,860Z200US43551,ZCTA5 43551,43770,788,37540,973,923,271,81,53,1764,266,28,41,348,186,3086,521,2106,487,980,255,,43551,860Z200US43551,95846
261,860Z200US43553,ZCTA5 43553,388,156,327,129,0,13,0,13,0,13,0,13,32,31,29,39,5,9,24,38,,43553,860Z200US43553,88750
262,860Z200US43554,ZCTA5 43554,2037,360,2002,355,0,13,0,13,4,7,0,13,6,9,25,23,5,8,20,21,,43554,860Z200US43554,52917
263,860Z200US43555,ZCTA5 43555,253,192,232,182,0,13,0,13,0,13,0,13,0,13,21,30,0,13,21,30,,43555,860Z200US43555,83109
264,860Z200US43556,ZCTA5 43556,1670,452,1463,422,0,13,18,20,0,13,0,13,10,18,179,152,109,113,70,101,,43556,860Z200US43556,73125
265,860Z200US43557,ZCTA5 43557,3284,199,2727,189,164,54,102,100,13,18,0,13,45,39,233,95,161,81,72,50,,43557,860Z200US43557,84950
266,860Z200US43558,ZCTA5 43558,12675,765,11291,854,16,23,16,21,228,181,0,20,297,185,827,267,522,243,305,156,,43558,860Z200US43558,74173
267,860Z200US43560,ZCTA5 43560,33286,1045,28691,1330,1057,499,18,21,1631,394,7,16,177,109,1705,432,880,324,825,278,,43560,860Z200US43560,109486
268,860Z200US43565,ZCTA5 43565,311,86,267,72,0,13,4,6,6,9,0,13,0,13,34,32,24,31,10,12,,43565,860Z200US43565,59167
269,860Z200US43566,ZCTA5 43566,8604,452,7600,518,102,82,6,9,95,85,0,18,76,64,725,277,241,154,484,227,,43566,860Z200US43566,105985
270,860Z200US43567,ZCTA5 43567,12754,411,11159,485,43,48,9,13,77,79,0,20,600,234,866,212,341,168,525,186,,43567,860Z200US43567,70417
271,860Z200US43569,ZCTA5 43569,2927,469,2598,427,17,19,19,30,0,13,20,35,52,41,221,130,114,91,107,96,,43569,860Z200US43569,70898
272,860Z200US43570,ZCTA5 43570,2867,285,2485,292,14,30,0,13,14,22,0,13,68,66,286,107,236,109,50,40,,43570,860Z200US43570,68500
273,860Z200US43571,ZCTA5 43571,7322,629,6987,654,20,22,141,186,0,18,9,17,0,18,165,89,55,72,110,70,,43571,860Z200US43571,108143
274,860Z200US43604,ZCTA5 43604,9594,912,3271,484,5092,742,39,48,113,78,0,18,181,125,898,331,152,91,746,301,,43604,860Z200US43604,20734
275,860Z200US43605,ZCTA5 43605,24441,1501,14430,1226,3550,1035,66,90,175,120,0,24,2190,642,4030,916,1712,568,2318,723,,43605,860Z200US43605,39118
276,860Z200US43606,ZCTA5 43606,24898,1498,14903,943,7033,861,8,11,878,296,0,24,364,186,1712,575,875,493,837,302,,43606,860Z200US43606,66917
277,860Z200US43607,ZCTA5 43607,19469,1474,6006,845,11210,983,12,13,574,190,4,9,319,171,1344,373,271,147,1073,331,,43607,860Z200US43607,41335
278,860Z200US43608,ZCTA5 43608,13593,1141,3440,518,7556,946,6,7,205,200,0,20,1002,438,1384,439,225,124,1159,465,,43608,860Z200US43608,29275
279,860Z200US43609,ZCTA5 43609,21404,1596,10253,1088,6122,916,83,94,199,150,48,88,1914,709,2785,611,1030,323,1755,525,,43609,860Z200US43609,42313
280,860Z200US43610,ZCTA5 43610,4060,520,1221,321,2617,543,0,13,0,13,0,13,114,118,108,82,27,38,81,76,,43610,860Z200US43610,46469
281,860Z200US43611,ZCTA5 43611,18664,1213,14680,1230,2141,778,28,28,6,7,0,20,651,322,1158,299,728,262,430,169,,43611,860Z200US43611,62042
282,860Z200US43612,ZCTA5 43612,28480,1591,18124,1141,6454,1240,48,57,51,49,1,6,592,326,3210,609,1458,486,1752,477,,43612,860Z200US43612,50728
283,860Z200US43613,ZCTA5 43613,30780,1975,21943,1385,4673,1144,12,12,213,202,0,27,681,324,3258,871,1254,403,2004,765,,43613,860Z200US43613,64384
284,860Z200US43614,ZCTA5 43614,29075,1775,20357,1620,6240,696,15,19,411,193,14,28,649,282,1389,358,559,225,830,267,,43614,860Z200US43614,58961
285,860Z200US43615,ZCTA5 43615,40146,1806,25082,1689,10745,1248,154,120,885,323,9,27,853,387,2418,511,651,238,1767,433,,43615,860Z200US43615,57713
286,860Z200US43616,ZCTA5 43616,20309,237,17862,446,234,116,151,139,248,145,10,19,718,288,1086,249,567,207,519,197,,43616,860Z200US43616,81829
287,860Z200US43617,ZCTA5 43617,8534,1237,7417,1214,699,256,1,2,149,90,0,18,50,60,218,94,35,31,183,97,,43617,860Z200US43617,127019
288,860Z200US43619,ZCTA5 43619,7173,477,6345,451,28,36,0,18,119,153,0,18,319,227,362,159,61,52,301,151,,43619,860Z200US43619,76537
289,860Z200US43620,ZCTA5 43620,4912,828,2047,478,2445,570,4,8,0,13,0,13,45,67,371,214,111,91,260,201,,43620,860Z200US43620,23483
290,860Z200US43623,ZCTA5 43623,20267,1066,16735,974,1355,456,13,12,450,212,9,16,284,175,1421,307,582,178,839,280,,43623,860Z200US43623,71171
291,860Z200US43701,ZCTA5 43701,56402,906,49690,915,2505,348,27,35,367,167,12,23,327,219,3474,431,468,266,3006,383,,43701,860Z200US43701,57565
292,860Z200US43711,ZCTA5 43711,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43711,860Z200US43711,-
293,860Z200US43713,ZCTA5 43713,6516,295,5975,324,33,51,0,18,39,46,3,6,132,139,334,174,107,131,227,128,,43713,860Z200US43713,53927
294,860Z200US43716,ZCTA5 43716,1903,457,1788,451,0,13,0,13,0,13,0,13,1,2,114,135,104,134,10,11,,43716,860Z200US43716,63036
295,860Z200US43717,ZCTA5 43717,166,73,153,73,13,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43717,860Z200US43717,48333
296,860Z200US43718,ZCTA5 43718,2696,390,2659,391,2,4,0,13,0,13,0,13,0,13,35,36,31,36,4,6,,43718,860Z200US43718,92576
297,860Z200US43719,ZCTA5 43719,2323,209,2266,207,25,16,0,13,0,13,0,13,17,24,15,13,8,9,7,8,,43719,860Z200US43719,49091
298,860Z200US43720,ZCTA5 43720,1308,372,1294,372,0,13,0,13,0,13,0,13,0,13,14,21,0,13,14,21,,43720,860Z200US43720,52500
299,860Z200US43721,ZCTA5 43721,196,230,196,230,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43721,860Z200US43721,-
300,860Z200US43722,ZCTA5 43722,617,481,617,481,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43722,860Z200US43722,-
301,860Z200US43723,ZCTA5 43723,4472,258,4329,271,6,15,1,2,22,39,0,13,0,13,114,55,23,36,91,47,,43723,860Z200US43723,51474
302,860Z200US43724,ZCTA5 43724,9133,488,8049,496,607,111,17,18,60,83,0,18,206,113,194,71,61,55,133,50,,43724,860Z200US43724,64688
303,860Z200US43725,ZCTA5 43725,19453,627,18071,660,704,197,4,5,32,46,0,20,89,87,553,215,101,59,452,206,,43725,860Z200US43725,57835
304,860Z200US43727,ZCTA5 43727,1202,318,1202,318,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43727,860Z200US43727,57373
305,860Z200US43728,ZCTA5 43728,1223,226,794,205,119,59,9,10,0,13,0,13,46,47,255,97,55,49,200,81,,43728,860Z200US43728,66000
306,860Z200US43730,ZCTA5 43730,2749,530,2566,537,15,25,0,13,3,6,0,13,3,6,162,101,10,16,152,100,,43730,860Z200US43730,45313
307,860Z200US43731,ZCTA5 43731,5136,572,4872,554,0,18,0,18,0,18,0,18,36,46,228,127,84,88,144,95,,43731,860Z200US43731,55581
308,860Z200US43732,ZCTA5 43732,1813,437,1699,420,16,29,0,13,0,13,0,13,66,65,32,31,0,13,32,31,,43732,860Z200US43732,72500
309,860Z200US43733,ZCTA5 43733,66,96,66,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43733,860Z200US43733,-
310,860Z200US43734,ZCTA5 43734,1568,505,1517,501,0,13,0,13,0,13,0,13,0,13,51,62,0,13,51,62,,43734,860Z200US43734,113000
311,860Z200US43735,ZCTA5 43735,620,346,620,346,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43735,860Z200US43735,-
312,860Z200US43736,ZCTA5 43736,14,14,14,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43736,860Z200US43736,66875
313,860Z200US43738,ZCTA5 43738,106,57,103,57,0,13,0,13,0,13,0,13,0,13,3,6,0,13,3,6,,43738,860Z200US43738,83750
314,860Z200US43739,ZCTA5 43739,2508,692,2293,713,16,27,0,13,12,23,0,13,24,37,163,114,40,58,123,91,,43739,860Z200US43739,99120
315,860Z200US43740,ZCTA5 43740,261,94,250,92,0,13,0,13,0,13,0,13,0,13,11,19,0,13,11,19,,43740,860Z200US43740,66806
316,860Z200US43746,ZCTA5 43746,715,239,657,223,0,13,0,13,0,13,0,13,58,75,0,13,0,13,0,13,,43746,860Z200US43746,43636
317,860Z200US43747,ZCTA5 43747,1386,480,1386,480,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,,43747,860Z200US43747,77115
318,860Z200US43748,ZCTA5 43748,2980,253,2902,253,0,13,0,13,16,17,0,13,2,3,60,45,9,10,51,44,,43748,860Z200US43748,75644
319,860Z200US43749,ZCTA5 43749,2764,732,2705,731,0,13,0,13,0,13,0,13,10,17,49,62,42,53,7,11,,43749,860Z200US43749,65565
